"sona_id","wordpair","clue","accessibility","distinctiveness","response"
59526,"onion-cigarette","pungent","low","high",5
59526,"near-astronaut","train","high","low",1
59526,"near-astronaut","space","low","high",3
59526,"homeless-apartment","house","high","high",4
59526,"homeless-apartment","shelter","low","high",4
59526,"near-astronaut","mars","low","low",3
59526,"near-astronaut","far","high","high",2
59526,"onion-cigarette","smell","high","high",5
59526,"homeless-apartment","live","high","low",4
59526,"onion-cigarette","disgust","low","low",3
59526,"circle-dance","campfire","low","low",3
59526,"hundred-economy","dollar","low","high",5
59526,"circle-dance","twirl","low","high",4
59526,"famine-calorie","hunger","low","high",4
59526,"famine-calorie","deficit","low","low",1
59526,"famine-calorie","food","high","low",4
59526,"circle-dance","round","high","high",4
59526,"famine-calorie","diet","high","high",3
59526,"hundred-economy","money","high","low",5
59526,"hundred-economy","dollars","high","high",5
59526,"circle-dance","move","high","low",2
59526,"hundred-economy","wall street","low","low",5
59526,"sit-stand","symphony","low","low",1
59526,"sit-stand","still","high","low",3
59526,"elm-rock","hard","high","low",3
59526,"elm-rock","wood","low","high",3
59526,"crust-boot","mud","high","high",3
59526,"crust-boot","fisherman","low","high",2
59526,"elm-rock","tree","high","high",3
59526,"crust-boot","old","high","low",1
59526,"sit-stand","chair","high","high",4
59526,"sit-stand","position","low","high",5
59526,"crust-boot","item","low","low",2
59526,"elm-rock","landmark","low","low",3
59526,"feet-chapel","penny loafers","low","high",3
59526,"chair-table","furniture","low","high",5
59526,"feet-chapel","kneel","high","high",3
59526,"garage-bone","car","high","low",2
59526,"chair-table","dinner","high","low",4
59526,"garage-bone","snoopy","low","low",2
59526,"chair-table","sit","high","high",5
59526,"garage-bone","epidermis","low","high",1
59526,"garage-bone","back","high","high",1
59526,"feet-chapel","god","high","low",3
59526,"feet-chapel","foot","low","low",3
59526,"chair-table","mealtime","low","low",5
59526,"tree-oak","deciduous","low","low",1
59526,"quick-glow","fire","high","low",4
59526,"tree-oak","wood","high","high",5
59526,"cave-knight","dungeon","low","high",5
59526,"cave-knight","dark","high","low",2
59526,"quick-glow","flicker","low","high",3
59526,"quick-glow","firework","low","low",4
59526,"cave-knight","castle","high","high",4
59526,"quick-glow","flash","high","high",5
59526,"tree-oak","maple","low","high",5
59526,"tree-oak","green","high","low",4
59526,"cave-knight","opposite","low","low",1
59526,"teeth-gums","gingivitis","low","low",5
59526,"holy-kind","good","high","high",5
59526,"rude-regret","bad","high","high",4
59526,"teeth-gums","mouth","high","high",5
59526,"teeth-gums","brush","high","low",5
59526,"rude-regret","mean","high","low",4
59526,"rude-regret","hindsight","low","low",1
59526,"holy-kind","saint","low","high",5
59526,"rude-regret","shame","low","high",1
59526,"holy-kind","lesson","low","low",4
59526,"teeth-gums","floss","low","high",5
59526,"holy-kind","nice","high","low",4
59526,"tourist-comedy","show","high","low",3
59526,"pendulum-dusk","right","high","low",1
59526,"tourist-comedy","las vegas","low","low",4
59526,"pendulum-dusk","time","high","high",1
59526,"tea-bean","coffee","high","high",5
59526,"pendulum-dusk","hypnotize","low","low",3
59526,"tea-bean","food","low","high",5
59526,"tourist-comedy","fun","high","high",4
59526,"tea-bean","starbucks","low","low",5
59526,"tourist-comedy","theatre","low","high",4
59526,"pendulum-dusk","repetitious","low","high",1
59526,"tea-bean","time","high","low",1
59526,"toes-dracula","count","high","high",3
59526,"lunch-almond","peanut","low","high",4
59526,"bat-bounce","move","high","low",2
59526,"toes-dracula","twilight","low","low",3
59526,"bat-bounce","sport","low","high",3
59526,"toes-dracula","claw","low","high",2
59526,"toes-dracula","person","high","low",3
59526,"bat-bounce","hero","low","low",1
59526,"lunch-almond","allergy","low","low",5
59526,"lunch-almond","snack","high","high",5
59526,"bat-bounce","ball","high","high",4
59526,"lunch-almond","food","high","low",5
59526,"candle-wick","light","high","low",5
59526,"candle-wick","board","low","low",2
59526,"olive-real","eat","high","low",2
59526,"olive-real","italian","low","low",3
59526,"weird-trauma","horror","low","high",4
59526,"weird-trauma","crazy","high","high",4
59526,"weird-trauma","minority","low","low",1
59526,"olive-real","unsugarcoated","low","high",1
59526,"olive-real","natural","high","high",3
59526,"candle-wick","fire","high","high",5
59526,"candle-wick","flame","low","high",5
59526,"weird-trauma","you","high","low",3
59526,"jump-leap","faith","low","low",4
59526,"travel-ankle","trip","low","high",4
59526,"travel-ankle","break","high","low",3
59526,"dream-bet","chance","high","high",3
59526,"travel-ankle","ale","low","low",1
59526,"jump-leap","move","high","low",5
59526,"dream-bet","dopamine","low","low",2
59526,"dream-bet","luck","low","high",3
59526,"dream-bet","money","high","low",1
59526,"travel-ankle","walk","high","high",3
59526,"jump-leap","hop","high","high",5
59526,"jump-leap","trampoline","low","high",5
59526,"giggle-abnormal","funny","high","high",4
59526,"exam-algebra","math","low","high",5
59526,"void-couch","move","high","low",2
59526,"giggle-abnormal","goofy","low","high",5
59526,"giggle-abnormal","happy","high","low",3
59526,"exam-algebra","knowledge","low","low",5
59526,"void-couch","purchase","low","low",1
59526,"void-couch","empty","high","high",2
59526,"void-couch","seatcheck","low","high",1
59526,"exam-algebra","school","high","high",5
59526,"exam-algebra","test","high","low",5
59526,"giggle-abnormal","giddy","low","low",4
59526,"birds-aircraft","turbine","low","low",4
59526,"beginning-brake","start","high","high",4
59526,"school-stop","crosswalk","low","low",5
59526,"school-stop","end","high","high",4
59526,"beginning-brake","time","high","low",2
59526,"beginning-brake","cautious","low","low",3
59526,"beginning-brake","end","low","high",3
59526,"birds-aircraft","fly","high","low",5
59526,"birds-aircraft","flight","high","high",5
59526,"birds-aircraft","sky","low","high",5
59526,"school-stop","break","high","low",3
59526,"school-stop","sign","low","high",4
59526,"giant-subtle","big","high","high",2
59526,"happy-sad","feeling","high","low",5
59526,"giant-subtle","subdue","low","low",2
59526,"army-drum","war","high","low",4
59526,"giant-subtle","quiet","high","low",1
59526,"happy-sad","emotion","low","high",5
59526,"happy-sad","mood","high","high",5
59526,"army-drum","revolution","low","low",3
59526,"army-drum","march","high","high",4
59526,"army-drum","bugle","low","high",1
59526,"giant-subtle","unnoticed","low","high",2
59526,"happy-sad","oppose","low","low",5
59526,"hand-birth","baby","high","high",3
59526,"lion-tiger","cat","high","low",5
59526,"lion-tiger","animal","high","high",5
59526,"hand-birth","masturbate","low","low",1
59526,"snake-ash","you","high","low",1
59526,"snake-ash","slither","low","low",4
59526,"snake-ash","black","high","high",1
59526,"hand-birth","midwife","low","high",3
59526,"lion-tiger","mammal","low","low",4
59526,"hand-birth","right","high","low",1
59526,"lion-tiger","feline","low","high",5
59526,"snake-ash","molt","low","high",4
62555,"sit-stand","symphony","low","low",2
62555,"sit-stand","position","low","high",5
62555,"elm-rock","hard","high","low",4
62555,"elm-rock","landmark","low","low",2
62555,"crust-boot","mud","high","high",4
62555,"sit-stand","chair","high","high",3
62555,"elm-rock","tree","high","high",2
62555,"sit-stand","still","high","low",4
62555,"crust-boot","fisherman","low","high",1
62555,"crust-boot","item","low","low",1
62555,"crust-boot","old","high","low",3
62555,"elm-rock","wood","low","high",2
62555,"beginning-brake","end","low","high",3
62555,"school-stop","end","high","high",2
62555,"school-stop","crosswalk","low","low",5
62555,"birds-aircraft","flight","high","high",5
62555,"school-stop","break","high","low",2
62555,"birds-aircraft","sky","low","high",5
62555,"beginning-brake","cautious","low","low",2
62555,"school-stop","sign","low","high",4
62555,"beginning-brake","time","high","low",3
62555,"beginning-brake","start","high","high",2
62555,"birds-aircraft","turbine","low","low",5
62555,"birds-aircraft","fly","high","low",5
62555,"teeth-gums","floss","low","high",5
62555,"holy-kind","saint","low","high",5
62555,"teeth-gums","brush","high","low",5
62555,"rude-regret","bad","high","high",3
62555,"rude-regret","shame","low","high",3
62555,"rude-regret","hindsight","low","low",1
62555,"teeth-gums","mouth","high","high",4
62555,"holy-kind","lesson","low","low",1
62555,"holy-kind","good","high","high",5
62555,"teeth-gums","gingivitis","low","low",5
62555,"holy-kind","nice","high","low",4
62555,"rude-regret","mean","high","low",5
62555,"flat-alike","plain","low","high",4
62555,"perjury-adultery","sin","low","high",5
62555,"heavy-feather","oxymoron","low","high",3
62555,"flat-alike","pancake","low","low",3
62555,"perjury-adultery","wrong","high","low",4
62555,"heavy-feather","might","high","low",1
62555,"perjury-adultery","trump","low","low",3
62555,"perjury-adultery","cheat","high","high",4
62555,"flat-alike","same","high","high",3
62555,"heavy-feather","weight","high","high",4
62555,"heavy-feather","opposite","low","low",2
62555,"flat-alike","feet","high","low",5
62555,"sun-bowl","heat","low","high",2
62555,"gold-silver","money","high","low",3
62555,"stern-wind","galeforce","high","high",1
62555,"stern-wind","horn","low","low",4
62555,"gold-silver","jewelry","high","high",5
62555,"gold-silver","bronze","low","high",2
62555,"stern-wind","air","high","low",4
62555,"sun-bowl","contain","low","low",2
62555,"gold-silver","commodity","low","low",4
62555,"stern-wind","galeforce","low","high",3
62555,"sun-bowl","breakfast","high","high",4
62555,"sun-bowl","set","high","low",1
62555,"near-astronaut","far","high","high",2
62555,"onion-cigarette","pungent","low","high",5
62555,"near-astronaut","train","high","low",1
62555,"homeless-apartment","live","high","low",4
62555,"near-astronaut","space","low","high",2
62555,"homeless-apartment","food","low","low",1
62555,"onion-cigarette","disgust","low","low",4
62555,"near-astronaut","mars","low","low",5
62555,"onion-cigarette","smell","high","high",4
62555,"homeless-apartment","shelter","low","high",5
62555,"homeless-apartment","house","high","high",5
62555,"onion-cigarette","mouth","high","low",3
62555,"toes-dracula","person","high","low",2
62555,"bat-bounce","move","high","low",1
62555,"lunch-almond","peanut","low","high",4
62555,"bat-bounce","ball","high","high",5
62555,"lunch-almond","food","high","low",5
62555,"lunch-almond","snack","high","high",4
62555,"toes-dracula","count","high","high",4
62555,"bat-bounce","sport","low","high",4
62555,"toes-dracula","twilight","low","low",2
62555,"lunch-almond","allergy","low","low",3
62555,"bat-bounce","hero","low","low",1
62555,"toes-dracula","claw","low","high",2
62555,"hundred-economy","wall street","low","low",5
62555,"circle-dance","campfire","low","low",3
62555,"hundred-economy","money","high","low",5
62555,"circle-dance","move","high","low",3
62555,"circle-dance","twirl","low","high",4
62555,"hundred-economy","dollars","high","high",3
62555,"famine-calorie","deficit","low","low",2
62555,"famine-calorie","food","high","low",3
62555,"famine-calorie","diet","high","high",2
62555,"famine-calorie","hunger","low","high",3
62555,"hundred-economy","dollar","low","high",3
62555,"circle-dance","round","high","high",2
62555,"giggle-abnormal","funny","high","high",4
62555,"void-couch","seatcheck","low","high",5
62555,"giggle-abnormal","goofy","low","high",2
62555,"exam-algebra","test","high","low",3
62555,"void-couch","purchase","low","low",3
62555,"giggle-abnormal","giddy","low","low",2
62555,"void-couch","move","high","low",2
62555,"exam-algebra","math","low","high",4
62555,"void-couch","empty","high","high",2
62555,"giggle-abnormal","happy","high","low",2
62555,"exam-algebra","knowledge","low","low",3
62555,"exam-algebra","school","high","high",5
62555,"definition-assist","explain","high","low",4
62555,"war-quiet","peace","high","high",5
62555,"war-quiet","silence","low","high",3
62555,"definition-assist","help","high","high",2
62555,"pants-collar","cloth","low","low",3
62555,"definition-assist","synonym","low","low",1
62555,"war-quiet","negotiate","low","low",2
62555,"pants-collar","apparel","low","high",5
62555,"war-quiet","death","high","low",3
62555,"definition-assist","rondo","low","high",1
62555,"pants-collar","suit","high","low",5
62555,"pants-collar","shirt","high","high",3
62555,"jump-leap","move","high","low",3
62555,"dream-bet","luck","low","high",2
62555,"dream-bet","money","high","low",2
62555,"jump-leap","faith","low","low",5
62555,"travel-ankle","trip","low","high",5
62555,"jump-leap","hop","high","high",5
62555,"jump-leap","trampoline","low","high",5
62555,"travel-ankle","ale","low","low",4
62555,"dream-bet","dopamine","low","low",1
62555,"travel-ankle","break","high","low",5
62555,"travel-ankle","walk","high","high",2
62555,"dream-bet","chance","high","high",5
62555,"communicate-cooking","tell","high","low",1
62555,"bad-actress","rot","low","low",2
62555,"bad-actress","music","high","low",3
62555,"communicate-cooking","ramsey","low","high",4
62555,"communicate-cooking","talk","high","high",1
62555,"breeze-bubble","air","high","high",3
62555,"breeze-bubble","effect","low","low",2
62555,"bad-actress","movie","high","high",4
62555,"breeze-bubble","outside","high","low",5
62555,"breeze-bubble","blow","low","high",3
62555,"bad-actress","drama","low","high",4
62555,"communicate-cooking","competition","low","low",2
62555,"tree-oak","maple","low","high",3
62555,"cave-knight","dungeon","low","high",4
62555,"tree-oak","green","high","low",1
62555,"tree-oak","deciduous","low","low",1
62555,"cave-knight","castle","high","high",5
62555,"cave-knight","dark","high","low",3
62555,"cave-knight","opposite","low","low",1
62555,"quick-glow","flash","high","high",5
62555,"quick-glow","firework","low","low",5
62555,"quick-glow","flicker","low","high",5
62555,"quick-glow","fire","high","low",5
62555,"tree-oak","wood","high","high",3
62555,"garage-bone","car","high","low",1
62555,"garage-bone","epidermis","low","high",1
62555,"chair-table","dinner","high","low",5
62555,"feet-chapel","penny loafers","low","high",4
62555,"chair-table","mealtime","low","low",5
62555,"chair-table","furniture","low","high",5
62555,"garage-bone","snoopy","low","low",5
62555,"chair-table","sit","high","high",5
62555,"garage-bone","back","high","high",3
62555,"feet-chapel","kneel","high","high",5
62555,"feet-chapel","god","high","low",2
62555,"feet-chapel","foot","low","low",3
62555,"weird-trauma","you","high","low",1
62555,"weird-trauma","minority","low","low",1
62555,"candle-wick","light","high","low",5
62555,"candle-wick","board","low","low",1
62555,"weird-trauma","crazy","high","high",2
62555,"olive-real","unsugarcoated","low","high",1
62555,"candle-wick","fire","high","high",4
62555,"olive-real","italian","low","low",2
62555,"weird-trauma","horror","low","high",3
62555,"olive-real","natural","high","high",3
62555,"olive-real","eat","high","low",1
62555,"candle-wick","flame","low","high",5
62555,"happy-sad","oppose","low","low",3
62555,"giant-subtle","big","high","high",2
62555,"giant-subtle","quiet","high","low",1
62555,"army-drum","bugle","low","high",1
62555,"happy-sad","mood","high","high",5
62555,"giant-subtle","subdue","low","low",2
62555,"army-drum","march","high","high",4
62555,"happy-sad","feeling","high","low",4
62555,"happy-sad","emotion","low","high",4
62555,"giant-subtle","unnoticed","low","high",1
62555,"army-drum","war","high","low",4
62555,"army-drum","revolution","low","low",2
62555,"kitchen-egg","food","high","low",4
62555,"graph-copy","cheat","low","low",3
62555,"kitchen-egg","domestic","low","low",3
62555,"graph-copy","paper","high","high",3
62555,"corpse-fight","war","low","high",3
62555,"graph-copy","photo","low","high",3
62555,"kitchen-egg","cook","high","high",3
62555,"kitchen-egg","omelet","low","high",3
62555,"graph-copy","work","high","low",3
62555,"corpse-fight","kill","high","low",3
62555,"corpse-fight","gladiator","low","low",3
62555,"corpse-fight","death","high","high",3
62555,"old-new","time","high","low",3
62555,"old-new","age","high","high",3
62555,"old-new","opposite","low","low",3
62555,"east-short","directionless","low","high",3
62555,"glass-cage","exhibit","low","low",3
62555,"east-short","navigate","low","low",3
62555,"east-short","small","high","high",3
62555,"old-new","generation","low","high",3
62555,"glass-cage","bar","high","high",3
62555,"glass-cage","break","high","low",3
62555,"glass-cage","contain","low","high",3
62555,"east-short","turn","high","low",3
62555,"tourist-comedy","fun","high","high",3
62555,"tea-bean","starbucks","low","low",3
62555,"tea-bean","coffee","high","high",3
62555,"tourist-comedy","las vegas","low","low",3
62555,"pendulum-dusk","repetitious","low","high",3
62555,"pendulum-dusk","time","high","high",3
62555,"tourist-comedy","theatre","low","high",3
62555,"tourist-comedy","show","high","low",3
62555,"pendulum-dusk","right","high","low",3
62555,"tea-bean","food","low","high",3
62555,"pendulum-dusk","hypnotize","low","low",3
62555,"tea-bean","time","high","low",3
62555,"hand-birth","masturbate","low","low",3
62555,"hand-birth","midwife","low","high",3
62555,"snake-ash","black","high","high",3
62555,"lion-tiger","cat","high","low",3
62555,"lion-tiger","feline","low","high",3
62555,"hand-birth","right","high","low",3
62555,"hand-birth","baby","high","high",3
62555,"lion-tiger","animal","high","high",3
62555,"lion-tiger","mammal","low","low",3
62555,"snake-ash","molt","low","high",3
62555,"snake-ash","you","high","low",3
62555,"snake-ash","slither","low","low",3
58953,"weird-trauma","crazy","high","high",4
58953,"olive-real","eat","high","low",2
58953,"weird-trauma","horror","low","high",3
58953,"olive-real","unsugarcoated","low","high",1
58953,"candle-wick","light","high","low",5
58953,"candle-wick","flame","low","high",5
58953,"candle-wick","board","low","low",1
58953,"weird-trauma","you","high","low",1
58953,"olive-real","italian","low","low",4
58953,"candle-wick","fire","high","high",4
58953,"olive-real","natural","high","high",3
58953,"weird-trauma","minority","low","low",1
58953,"communicate-cooking","ramsey","low","high",4
58953,"breeze-bubble","effect","low","low",1
58953,"breeze-bubble","blow","low","high",5
58953,"bad-actress","movie","high","high",4
58953,"bad-actress","music","high","low",1
58953,"communicate-cooking","talk","high","high",2
58953,"communicate-cooking","tell","high","low",2
58953,"bad-actress","rot","low","low",1
58953,"bad-actress","drama","low","high",5
58953,"communicate-cooking","competition","low","low",4
58953,"breeze-bubble","air","high","high",3
58953,"breeze-bubble","outside","high","low",3
58953,"dream-bet","luck","low","high",5
58953,"dream-bet","money","high","low",3
58953,"travel-ankle","ale","low","low",1
58953,"jump-leap","move","high","low",5
58953,"travel-ankle","break","high","low",5
58953,"jump-leap","trampoline","low","high",5
58953,"travel-ankle","walk","high","high",4
58953,"travel-ankle","trip","low","high",4
58953,"dream-bet","dopamine","low","low",5
58953,"jump-leap","hop","high","high",5
58953,"dream-bet","chance","high","high",5
58953,"jump-leap","faith","low","low",1
58953,"army-drum","bugle","low","high",2
58953,"happy-sad","oppose","low","low",5
58953,"happy-sad","mood","high","high",5
58953,"happy-sad","emotion","low","high",5
58953,"giant-subtle","subdue","low","low",1
58953,"giant-subtle","big","high","high",2
58953,"giant-subtle","quiet","high","low",2
58953,"army-drum","revolution","low","low",1
58953,"army-drum","war","high","low",5
58953,"giant-subtle","unnoticed","low","high",2
58953,"army-drum","march","high","high",5
58953,"happy-sad","feeling","high","low",5
58953,"heavy-feather","oxymoron","low","high",4
58953,"perjury-adultery","wrong","high","low",5
58953,"heavy-feather","might","high","low",1
58953,"perjury-adultery","sin","low","high",5
58953,"flat-alike","feet","high","low",1
58953,"flat-alike","same","high","high",2
58953,"heavy-feather","weight","high","high",5
58953,"heavy-feather","opposite","low","low",5
58953,"flat-alike","pancake","low","low",5
58953,"perjury-adultery","cheat","high","high",4
58953,"flat-alike","plain","low","high",1
58953,"perjury-adultery","trump","low","low",5
58953,"snake-ash","black","high","high",1
58953,"snake-ash","molt","low","high",4
58953,"hand-birth","masturbate","low","low",5
58953,"lion-tiger","animal","high","high",3
58953,"hand-birth","midwife","low","high",5
58953,"lion-tiger","mammal","low","low",5
58953,"hand-birth","baby","high","high",2
58953,"hand-birth","right","high","low",1
58953,"snake-ash","you","high","low",1
58953,"snake-ash","slither","low","low",1
58953,"lion-tiger","feline","low","high",1
58953,"lion-tiger","cat","high","low",5
58953,"circle-dance","campfire","low","low",5
58953,"famine-calorie","food","high","low",5
58953,"famine-calorie","diet","high","high",4
58953,"hundred-economy","dollars","high","high",5
58953,"famine-calorie","deficit","low","low",2
58953,"circle-dance","move","high","low",1
58953,"circle-dance","twirl","low","high",5
58953,"hundred-economy","money","high","low",5
58953,"famine-calorie","hunger","low","high",4
58953,"hundred-economy","wall street","low","low",1
58953,"hundred-economy","dollar","low","high",5
58953,"circle-dance","round","high","high",1
58953,"gold-silver","jewelry","high","high",5
58953,"stern-wind","air","high","low",1
58953,"gold-silver","money","high","low",4
58953,"sun-bowl","breakfast","high","high",2
58953,"gold-silver","commodity","low","low",1
58953,"stern-wind","horn","low","low",1
58953,"stern-wind","galeforce","low","high",4
58953,"sun-bowl","set","high","low",2
58953,"sun-bowl","contain","low","low",1
58953,"sun-bowl","heat","low","high",1
58953,"gold-silver","bronze","low","high",5
58953,"stern-wind","galeforce","high","high",1
58953,"sit-stand","position","low","high",5
58953,"sit-stand","symphony","low","low",1
58953,"crust-boot","old","high","low",1
58953,"elm-rock","landmark","low","low",1
58953,"crust-boot","item","low","low",1
58953,"elm-rock","hard","high","low",2
58953,"sit-stand","still","high","low",4
58953,"sit-stand","chair","high","high",4
58953,"elm-rock","wood","low","high",2
58953,"crust-boot","fisherman","low","high",4
58953,"crust-boot","mud","high","high",4
58953,"elm-rock","tree","high","high",2
58953,"rude-regret","bad","high","high",2
58953,"teeth-gums","floss","low","high",5
58953,"holy-kind","nice","high","low",5
58953,"holy-kind","saint","low","high",5
58953,"holy-kind","lesson","low","low",1
58953,"teeth-gums","mouth","high","high",5
58953,"rude-regret","hindsight","low","low",1
58953,"teeth-gums","gingivitis","low","low",1
58953,"holy-kind","good","high","high",5
58953,"teeth-gums","brush","high","low",4
58953,"rude-regret","shame","low","high",5
58953,"rude-regret","mean","high","low",4
58953,"war-quiet","peace","high","high",5
58953,"pants-collar","suit","high","low",4
58953,"war-quiet","death","high","low",3
58953,"definition-assist","rondo","low","high",1
58953,"pants-collar","shirt","high","high",1
58953,"pants-collar","cloth","low","low",5
58953,"war-quiet","silence","low","high",1
58953,"definition-assist","synonym","low","low",4
58953,"definition-assist","help","high","high",2
58953,"war-quiet","negotiate","low","low",5
58953,"pants-collar","apparel","low","high",3
58953,"definition-assist","explain","high","low",3
58953,"chair-table","furniture","low","high",5
58953,"garage-bone","epidermis","low","high",1
58953,"feet-chapel","kneel","high","high",5
58953,"feet-chapel","penny loafers","low","high",1
58953,"feet-chapel","god","high","low",1
58953,"garage-bone","back","high","high",1
58953,"garage-bone","snoopy","low","low",5
58953,"chair-table","dinner","high","low",5
58953,"chair-table","sit","high","high",2
58953,"garage-bone","car","high","low",1
58953,"chair-table","mealtime","low","low",3
58953,"feet-chapel","foot","low","low",1
58953,"graph-copy","cheat","low","low",1
58953,"graph-copy","photo","low","high",5
58953,"corpse-fight","war","low","high",5
58953,"corpse-fight","gladiator","low","low",1
58953,"kitchen-egg","cook","high","high",2
58953,"corpse-fight","kill","high","low",4
58953,"kitchen-egg","domestic","low","low",1
58953,"graph-copy","paper","high","high",5
58953,"kitchen-egg","omelet","low","high",5
58953,"graph-copy","work","high","low",1
58953,"kitchen-egg","food","high","low",1
58953,"corpse-fight","death","high","high",3
58953,"void-couch","empty","high","high",1
58953,"exam-algebra","knowledge","low","low",3
58953,"void-couch","seatcheck","low","high",1
58953,"giggle-abnormal","giddy","low","low",1
58953,"exam-algebra","school","high","high",5
58953,"void-couch","purchase","low","low",1
58953,"giggle-abnormal","goofy","low","high",5
58953,"exam-algebra","math","low","high",5
58953,"void-couch","move","high","low",2
58953,"giggle-abnormal","funny","high","high",1
58953,"exam-algebra","test","high","low",1
58953,"giggle-abnormal","happy","high","low",1
58953,"lunch-almond","food","high","low",4
58953,"toes-dracula","person","high","low",1
58953,"lunch-almond","peanut","low","high",1
58953,"toes-dracula","count","high","high",4
58953,"toes-dracula","twilight","low","low",3
58953,"bat-bounce","move","high","low",1
58953,"lunch-almond","snack","high","high",3
58953,"bat-bounce","ball","high","high",5
58953,"toes-dracula","claw","low","high",3
58953,"bat-bounce","sport","low","high",2
58953,"lunch-almond","allergy","low","low",3
58953,"bat-bounce","hero","low","low",1
58953,"east-short","navigate","low","low",1
58953,"glass-cage","contain","low","high",1
58953,"glass-cage","exhibit","low","low",5
58953,"old-new","time","high","low",5
58953,"glass-cage","break","high","low",3
58953,"old-new","opposite","low","low",5
58953,"east-short","directionless","low","high",2
58953,"old-new","generation","low","high",5
58953,"glass-cage","bar","high","high",1
58953,"old-new","age","high","high",3
58953,"east-short","turn","high","low",2
58953,"east-short","small","high","high",1
58953,"tea-bean","starbucks","low","low",5
58953,"pendulum-dusk","hypnotize","low","low",2
58953,"tourist-comedy","theatre","low","high",4
58953,"pendulum-dusk","repetitious","low","high",1
58953,"tourist-comedy","las vegas","low","low",5
58953,"tea-bean","time","high","low",1
58953,"tea-bean","food","low","high",2
58953,"tea-bean","coffee","high","high",5
58953,"tourist-comedy","fun","high","high",1
58953,"pendulum-dusk","time","high","high",4
58953,"pendulum-dusk","right","high","low",1
58953,"tourist-comedy","show","high","low",1
58953,"beginning-brake","time","high","low",1
58953,"beginning-brake","cautious","low","low",3
58953,"birds-aircraft","sky","low","high",5
58953,"birds-aircraft","fly","high","low",5
58953,"beginning-brake","start","high","high",1
58953,"birds-aircraft","turbine","low","low",1
58953,"school-stop","sign","low","high",4
58953,"beginning-brake","end","low","high",4
58953,"school-stop","break","high","low",1
58953,"school-stop","end","high","high",3
58953,"birds-aircraft","flight","high","high",4
58953,"school-stop","crosswalk","low","low",5
58953,"cave-knight","dark","high","low",4
58953,"quick-glow","firework","low","low",1
58953,"tree-oak","wood","high","high",5
58953,"cave-knight","opposite","low","low",1
58953,"cave-knight","castle","high","high",2
58953,"tree-oak","green","high","low",1
58953,"quick-glow","flicker","low","high",4
58953,"cave-knight","dungeon","low","high",4
58953,"tree-oak","maple","low","high",1
58953,"quick-glow","flash","high","high",5
